,1 2 1082040961
35566,626 1272 1085517
35567,1283 1390 108551
35568,9 1312 108551807
35569,871 1138 1085518
35570,871 1138 1085518
35571,819 822 10855182
35572,254 1039 1085518
35573,1183 42 10855183
35574,958 704 10855184
35575,475 1189 1085518
35576,958 621 10855186
35577,1021 176 1085518
35578,176 1021 1085518
35579,704 1138 1085518
35580,398 291 10855189
35581,1329 477 1085519
35582,1329 1271 108551
35583,1329 1271 108551
35584,1283 1138 108551
35585,1383 1127 108551
35586,1383 793 1085519
35587,1383 1283 108551
35588,760 943 10855196
35589,621 105 10855196
35590,760 542 10855196
35591,1383 1283 108551
35592,830 260 10855196
35593,760 975 10855197
35594,830 256 10855197
35595,683 577 10855197
35596,683 72 108551987
35597,683 1168 1085519
35598,338 1302 1085519
35599,810 1138 1085520
35600,683 479 10855202
35601,1281 555 1085520
35602,1281 555 1085520
35603,683 379 10855202
35604,1283 1378 108552
35605,1281 1033 108552
35606,1383 1283 108552
35607,1281 26 10855203
35608,1283 1391 108552
35609,1281 291 1085520
35610,1339 711 1085520
35611,375 944 10855205
35612,1312 1313 108552
35613,1013 398 1085520
35614,681 617 10855206
35615,375 912 10855208
35616,810 654 10855209
35617,26 1176 10855210
35618,302 1392 1085521
35619,26 1281 10855211
35620,1383 1283 108552
35621,1176 26 10855211
35622,1236 615 1085521
35623,1236 1326 108552
35624,1381 599 1085521
35625,398 701 10855213
35626,26 1176 10855213
35627,1381 42 10855213
35628,701 398 10855214
35629,639 1289 1085521
35630,1236 176 1085521
35631,1383 1283 108552
35632,1236 793 1085521
35633,145 1042 1085521
35634,398 701 10855215
35635,1236 1329 108552
35636,639 740 10855217
35637,272 306 10855217
35638,272 605 10855218
35639,1339 713 1085521
35640,1383 1381 108552
35641,1383 1283 108552
35642,710 41 108552193
35643,1236 738 1085521
35644,1283 700 1085522
35645,1381 1383 108552
35646,1285 475 1085522
35647,1236 793 1085522
35648,1383 1381 108552
35649,555 1281 1085522
35650,639 586 10855222
35651,793 353 10855222
35652,475 1285 1085522
35653,1176 26 10855222
35654,1236 555 1085522
35655,1236 793 1085522
35656,1358 993 1085522
35657,1189 475 1085522
35658,1358 372 1085522
35659,1358 840 1085522
35660,639 586 10855224
35661,1236 793 1085522
35662,1236 555 1085522
35663,1349 257 1085522
35664,1383 1283 108552
35665,1236 704 1085522
35666,1383 1381 108552
35667,1043 454 1085522
35668,1033 598 1085522
35669,1236 555 1085522
35670,639 1381 1085522
35671,1306 990 1085522
35672,1033 1355 108552
35673,639 555 10855227
35674,337 626 10855228
35675,1236 394 1085522
35676,1127 1383 108552
35677,103 1280 1085522
35678,1280 103 1085522
35679,626 337 10855231
35680,1383 1127 108552
35681,1393 95 10855231
35682,1383 1283 108552
35683,639 586 10855231
35684,1033 639 1085523
35685,859 105 10855233
35686,1375 740 1085523
35687,555 305 10855233
35688,639 994 10855233
35689,1033 194 1085523
35690,938 1323 1085523
35691,639 1033 1085523
35692,103 1280 1085523
35693,586 639 10855236
35694,1280 103 1085523
35695,871 830 10855237
35696,26 1176 10855237
35697,1383 1381 108552
35698,824 823 10855240
35699,1373 354 1085524
35700,245 1264 1085524
35701,354 1373 1085524
35702,823 448 10855243
35703,1189 823 1085524
35704,1280 1033 108552
35705,245 1264 1085524
35706,1281 26 10855246
35707,823 824 10855246
35708,1281 555 1085524
35709,1281 325 1085524
35710,555 1281 1085524
35711,824 823 10855247
35712,1033 1280 108552
35713,871 830 10855247
35714,1281 555 1085524
35715,823 1189 1085524
35716,555 1281 1085524
35717,29 1394 10855249
35718,1033 639 1085524
35719,1033 1281 108552
35720,249 964 10855250
35721,1033 26 10855251
35722,1281 555 1085525
35723,1281 1033 108552
35724,1033 1381 108552
35725,843 1237 1085525
35726,823 824 10855252
35727,249 1376 1085525
35728,555 1281 1085525
35729,1281 555 1085525
35730,712 95 108552538
35731,1033 1281 108552
35732,800 1072 1085525
35733,105 621 10855254
35734,105 859 10855254
35735,1 1271 108552544
35736,1281 1033 108552
35737,800 1072 1085525
35738,72 683 108552557
35739,800 1072 1085525
35740,1246 1386 108552
35741,823 498 10855257
35742,1281 683 1085525
35743,800 1072 1085525
35744,823 1185 1085525
35745,800 1072 1085525
35746,679 1174 1085525
35747,928 943 10855259
35748,928 41 108552597
35749,928 1265 1085525
35750,1039 254 1085526
35751,710 245 10855260
35752,1185 823 1085526
35753,800 1072 1085526
35754,1383 1283 108552
35755,679 1281 1085526
35756,254 1039 1085526
35757,1373 1350 108552
35758,800 1072 1085526
35759,325 1281 1085526
35760,44 1 1085526425
35761,254 1247 1085526
35762,823 615 10855265
35763,281 317 10855265
35764,800 1072 1085526
35765,317 281 10855266
35766,306 272 10855266
35767,306 309 10855266
35768,281 317 10855266
35769,317 281 10855267
35770,317 281 10855267
35771,281 317 10855267
35772,281 317 10855267
35773,317 281 10855267
35774,1359 1231 108552
35775,679 50 108552688
35776,272 306 10855269
35777,281 317 10855269
35778,317 281 10855269
35779,800 1072 1085526
35780,1358 777 1085527
35781,800 1072 1085527
35782,448 823 10855271
35783,800 1072 1085527
35784,1358 777 1085527
35785,615 823 10855272
35786,783 784 10855272
35787,679 72 108552730
35788,281 1190 1085527
35789,306 272 10855273
35790,679 50 108552734
35791,272 306 10855273
35792,994 831 10855274
35793,306 272 10855274
35794,272 306 10855275
35795,1267 1180 108552
35796,283 843 10855276
35797,994 315 10855276
35798,254 1039 1085527
35799,1373 62 10855277
35800,991 986 10855277
35801,1281 325 1085527
35802,1281 626 1085528
35803,679 1281 1085528
35804,1284 824 1085528
35805,679 50 108552809
35806,679 1174 1085528
35807,679 1281 1085528
35808,1284 1326 108552
35809,994 639 10855283
35810,795 1384 1085528
35811,306 305 10855285
35812,498 823 10855286
35813,679 1281 1085528
35814,679 1174 1085528
35815,1071 598 1085528
35816,1113 508 1085528
35817,357 1178 1085528
35818,306 626 10855293
35819,1283 306 1085529
35820,53 1202 10855294
35821,626 306 10855295
35822,306 1283 1085529
35823,1283 306 1085529
35824,679 1174 1085529
35825,928 41 108552959
35826,306 1283 1085529
35827,306 1283 1085529
35828,1283 306 1085529
35829,325 1281 1085529
35830,306 1283 1085529
35831,981 831 10855298
35832,176 101 10855299
35833,938 67 108553006
35834,1395 32 10855300
35835,809 1213 1085530
35836,176 277 10855301
35837,454 1043 1085530
35838,1190 281 1085530
35839,809 795 10855302
35840,1386 1246 108553
35841,1178 357 1085530
35842,1281 325 1085530
35843,1395 32 10855302
35844,357 1178 1085530
35845,357 1169 1085530
35846,809 257 10855303
35847,1190 1352 108553
35848,1395 32 10855304
35849,741 758 10855305
35850,1395 32 10855305
35851,809 90 108553054
35852,1295 644 1085530
35853,101 176 10855309
35854,101 176 10855309
35855,325 1281 1085530
35856,1396 938 1085530
35857,569 1337 1085530
35858,1281 325 1085530
35859,63 26 1085531071
35860,1397 1281 108553
35861,277 176 10855311
35862,1281 1283 108553
35863,1281 1397 108553
35864,1281 1283 108553
35865,1236 555 1085531
35866,1281 1283 108553
35867,1236 615 1085531
35868,514 1398 1085531
35869,1236 176 1085531
35870,514 1350 1085531
35871,1113 576 1085531
35872,1176 26 10855314
35873,479 683 10855315
35874,642 1280 1085531
35875,1262 42 10855315
35876,1236 549 1085531
35877,1083 1127 108553
35878,482 353 10855317
35879,1083 105 1085531
35880,576 1113 1085531
35881,1236 1302 108553
35882,353 482 10855320
35883,105 1083 1085532
35884,482 353 10855321
35885,1236 1185 108553
35886,1283 1295 108553
35887,353 482 10855322
35888,1236 990 1085532
35889,1083 105 1085532
35890,482 353 10855323
35891,1178 357 1085532
35892,357 1178 1085532
35893,725 835 10855328
35894,938 1396 1085532
35895,1018 1359 108553
35896,1373 609 1085532
35897,346 1062 1085533
35898,1399 1018 108553
35899,1359 1018 108553
35900,26 63 1085533557
35901,26 1176 10855335
35902,679 1174 1085533
35903,679 1281 1085533
35904,1087 1131 108553
35905,483 821 10855338
35906,398 354 10855340
35907,474 337 10855340
35908,474 163 10855341
35909,163 1283 1085534
35910,1060 199 1085534
35911,1117 856 1085534
35912,163 474 10855345
35913,1237 843 1085534
35914,1060 191 1085534
35915,1358 777 1085534
35916,1236 615 1085534
35917,1246 1400 108553
35918,1381 1033 108553
35919,176 277 10855348
35920,176 101 10855348
35921,1400 1246 108553
35922,1236 176 1085535
35923,1236 549 1085535
35924,199 1060 1085535
35925,314 834 10855350
35926,314 372 10855351
35927,1246 1400 108553
35928,725 1260 1085535
35929,1236 176 1085535
35930,753 1271 1085535
35931,1400 1246 108553
35932,1271 1 108553549
35933,474 163 10855354
35934,1246 1400 108553
35935,460 546 10855355
35936,1038 576 1085535
35937,1236 549 1085536
35938,1236 176 1085536
35939,323 753 10855365
35940,1340 1137 108553
35941,323 753 10855366
35942,146 312 10855366
35943,6 422 1085536874
35944,9 1401 108553709
35945,422 6 1085537245
35946,1399 1335 108553
35947,1399 1335 108553
35948,1101 1138 108553
35949,1052 1365 108553
35950,549 236 10855377
35951,598 1216 1085537
35952,753 323 10855380
35953,1236 615 1085538
35954,704 1395 1085538
35955,1379 912 1085538
35956,19 1390 10855383
35957,704 1393 1085538
35958,1236 615 1085538
35959,704 1400 1085538
35960,425 992 10855384
35961,425 1103 1085538
35962,1359 1342 108553
35963,1335 1342 108553
35964,1400 704 1085538
35965,220 719 10855387
35966,1236 615 1085538
35967,1284 1213 108553
35968,1236 368 1085539
35969,997 415 10855391
35970,1213 1284 108553
35971,1312 103 1085539
35972,986 991 10855393
35973,1354 908 1085539
35974,1236 1043 108553
35975,1354 1183 108553
35976,1350 514 1085539
35977,1176 26 10855396
35978,1365 834 1085539
35979,1236 1287 108553
35980,1312 103 1085539
35981,581 779 10855401
35982,114 770 10855402
35983,1236 176 1085540
35984,114 19 108554023
35985,1236 176 1085540
35986,1231 1252 108554
35987,1033 1137 108554
35988,12 997 108554082
35989,1037 1072 108554
35990,1283 699 1085541
35991,539 1253 1085541
35992,547 1280 1085541
35993,409 687 10855411
35994,12 1252 10855412
35995,1373 609 1085541
35996,1339 783 1085541
35997,12 409 108554137
35998,1043 454 1085541
35999,409 1004 1085541
36000,697 1006 1085541
36001,9 1196 108554159
36002,12 409 108554161
36003,372 353 10855416
36004,687 409 10855416
36005,1364 199 1085541
36006,1398 514 1085541
36007,409 687 10855416
36008,12 409 108554170
36009,454 1043 1085541
36010,12 32 1085541744
36011,1364 1393 108554
36012,1110 752 1085541
36013,12 409 108554182
36014,1373 32 10855418
36015,1043 454 1085541
36016,353 372 10855419
36017,1373 615 1085541
36018,1236 176 1085541
36019,9 1196 108554197
36020,1236 1043 108554
36021,12 409 108554201
36022,454 1043 1085542
36023,372 353 10855421
36024,679 1281 1085542
36025,1043 454 1085542
36026,783 1339 1085542
36027,12 32 1085542248
36028,1334 42 10855422
36029,1334 1068 108554
36030,26 1176 10855422
36031,12 1255 10855423
36032,12 1255 10855424
36033,700 1283 1085542
36034,12 32 1085542639
36035,687 1281 1085542
36036,12 969 108554268
36037,12 32 1085542710
36038,1373 105 1085542
36039,353 372 10855427
36040,12 32 1085542755
36041,1103 425 1085542
36042,12 1255 10855427
36043,1373 1313 108554
36044,118 847 10855429
36045,118 943 10855429
36046,1032 783 1085542
36047,1312 1313 108554
36048,12 32 1085542985
36049,271 194 10855430
36050,1339 783 1085543
36051,454 1043 1085543
36052,711 1356 1085543
36053,711 32 108554311
36054,711 1339 1085543
36055,12 1255 10855432
36056,1339 711 1085543
36057,770 1103 1085543
36058,12 1344 10855432
36059,32 711 108554324
36060,1183 1354 108554
36061,12 1118 10855432
36062,1043 454 1085543
36063,711 1339 1085543
36064,12 1344 10855433
36065,711 32 108554334
36066,12 1118 10855433
36067,770 1196 1085543
36068,12 1284 10855433
36069,783 1032 1085543
36070,783 1339 1085543
36071,783 1339 1085543
36072,12 1118 10855434
36073,12 1344 10855434
36074,1339 711 1085543
36075,770 454 10855435
36076,1339 783 1085543
36077,32 711 108554357
36078,12 1118 10855435
36079,1032 783 1085543
36080,118 120 10855436
36081,711 1339 1085543
36082,1402 1339 108554
36083,1402 32 10855437
36084,1138 1283 108554
36085,711 32 108554371
36086,12 1284 10855437
36087,12 1344 10855437
36088,1339 711 1085543
36089,12 969 108554380
36090,12 1118 10855438
36091,12 1344 10855438
36092,711 1339 1085543
36093,1402 1339 108554
36094,32 711 108554392
36095,711 32 108554394
36096,325 1281 1085543
36097,454 1043 1085543
36098,12 1118 10855440
36099,1339 711 1085544
36100,1185 454 1085544
36101,12 1118 10855440
36102,277 176 10855440
36103,12 1138 10855440
36104,308 146 10855441
36105,12 1118 10855441
36106,12 1118 10855441
36107,783 1032 1085544
36108,822 819 10855441
36109,1402 32 10855441
36110,1402 1339 108554
36111,12 1118 10855442
36112,1402 325 1085544
36113,711 1339 1085544
36114,176 277 10855442
36115,1402 32 10855442
36116,12 1118 10855443
36117,454 1185 1085544
36118,1043 454 1085544
36119,12 1118 10855444
36120,1339 711 1085544
36121,12 1118 10855444
36122,12 1118 10855445
36123,308 278 10855445
36124,454 1043 1085544
36125,12 1118 10855446
36126,711 1339 1085544
36127,354 398 10855446
36128,12 969 108554464
36129,423 938 10855446
36130,12 1118 10855446
36131,12 1118 10855447
36132,398 354 10855447
36133,42 1226 10855448
36134,12 1118 10855448
36135,12 1118 10855448
36136,398 354 10855448
36137,12 1118 10855448
36138,277 176 10855449
36139,12 1118 10855449
36140,12 1118 10855449
36141,12 1118 10855450
36142,105 1083 1085545
36143,42 306 108554505
36144,354 398 10855450
36145,105 474 10855450
36146,354 398 10855451
36147,12 1255 10855451
36148,1260 725 1085545
36149,1339 1255 108554
36150,498 1050 1085545
36151,32 1050 10855452
36152,12 1118 10855452
36153,679 649 10855452
36154,598 1033 1085545
36155,1255 1339 108554
36156,12 1118 10855453
36157,498 1402 1085545
36158,398 354 10855453
36159,12 1118 10855453
36160,881 1090 1085545
36161,12 1118 10855454
36162,810 1138 1085545
36163,810 1351 1085545
36164,1050 498 1085545
36165,546 460 10855455
36166,725 1260 1085545
36167,498 1072 1085545
36168,546 460 10855456
36169,354 398 10855456
36170,546 544 10855456
36171,1383 1138 108554
36172,1339 1255 108554
36173,725 454 10855460
36174,835 725 10855461
36175,516 296 10855461
36176,398 354 10855462
36177,725 835 10855462
36178,1255 1339 108554
36179,296 516 10855463
36180,1339 1255 108554
36181,1375 199 1085546
36182,398 354 10855465
36183,1255 1339 108554
36184,1072 498 1085546
36185,725 454 10855465
36186,90 1006 10855466
36187,1339 1255 108554
36188,878 1069 1085546
36189,1255 1339 108554
36190,770 454 10855469
36191,431 308 10855469
36192,431 617 10855470
36193,357 1169 1085547
36194,1043 454 1085547
36195,454 1043 1085547
36196,1339 1255 108554
36197,1043 454 1085547
36198,1255 1339 108554
36199,986 649 10855471
36200,454 1043 1085547
36201,542 598 10855471
36202,770 454 10855472
36203,986 19 108554726
36204,1339 1255 108554
36205,249 964 10855473
36206,770 454 10855474
36207,1043 454 1085547
36208,725 454 10855474
36209,1255 1339 108554
36210,454 1043 1085547
36211,1043 454 1085547
36212,1339 1255 108554
36213,770 454 10855476
36214,719 220 10855476
36215,835 725 10855476
36216,725 454 10855477
36217,306 42 108554776
36218,725 835 10855477
36219,1255 1339 108554
36220,1274 1281 108554
36221,770 454 10855478
36222,639 1033 1085547
36223,1339 1231 108554
36224,1339 1255 108554
36225,1137 1033 108554
36226,639 994 10855480
36227,1255 1339 108554
36228,1339 1280 108554
36229,835 725 10855482
36230,1231 1339 108554
36231,1113 576 1085548
36232,1339 474 1085548
36233,1339 1255 108554
36234,1339 1231 108554
36235,1255 1339 108554
36236,474 1339 1085548
36237,1339 1255 108554
36238,912 375 10855485
36239,1339 474 1085548
36240,1231 1339 108554
36241,725 835 10855485
36242,912 1379 1085548
36243,1142 752 1085548
36244,474 1339 1085548
36245,1339 1231 108554
36246,725 454 10855486
36247,1339 474 1085548
36248,1231 1339 108554
36249,1280 1339 108554
36250,1339 1231 108554
36251,1384 795 1085548
36252,474 1339 1085548
36253,576 649 10855488
36254,1339 1280 108554
36255,1280 725 1085548
36256,1384 778 1085548
36257,576 1339 1085548
36258,1358 1381 108554
36259,1280 1339 108554
36260,281 317 10855489
36261,878 1255 1085548
36262,1358 777 1085549
36263,1339 474 1085549
36264,63 814 108554903
36265,1339 576 1085549
36266,105 474 10855490
36267,1176 26 10855490
36268,474 1377 1085549
36269,317 281 10855490
36270,281 317 10855491
36271,398 1377 1085549
36272,800 1384 1085549
36273,317 281 10855491
36274,1339 1280 108554
36275,281 317 10855492
36276,1306 990 1085549
36277,317 281 10855492
36278,474 1339 1085549
36279,1255 1339 108554
36280,1255 878 1085549
36281,725 1280 1085549
36282,1231 1339 108554
36283,1006 90 10855493
36284,1280 1339 108554
36285,281 317 10855493
36286,725 1280 1085549
36287,1339 474 1085549
36288,994 639 10855494
36289,1280 725 1085549
36290,871 1029 1085549
36291,714 517 10855494
36292,800 1384 1085549
36293,1280 725 1085549
36294,871 1384 1085549
36295,1339 1231 108554
36296,1038 576 1085549
36297,1185 454 1085549
36298,544 546 10855495
36299,1339 1280 108554
36300,1346 1314 108554
36301,1185 454 1085549
36302,1339 1255 108554
36303,596 1179 1085549
36304,725 1280 1085549
36305,1383 1138 108554
36306,353 261 10855496
36307,1033 1281 108554
36308,800 1384 1085549
36309,261 353 10855497
36310,1033 1381 108554
36311,1280 1339 108554
36312,474 1339 1085549
36313,800 1384 1085549
36314,1284 131 1085549
36315,1280 725 1085549
36316,994 596 10855498
36317,1231 1339 108554
36318,800 1384 1085549
36319,835 725 10855498
36320,1033 598 1085549
36321,871 1384 1085549
36322,770 1384 1085549
36323,1339 474 1085549
36324,878 1255 1085549
36325,725 1280 1085549
36326,1339 1231 108554
36327,770 658 10855499
36328,454 725 10855500
36329,1339 1280 108555
36330,1339 576 1085550
36331,474 1339 1085550
36332,1033 639 1085550
36333,1280 725 1085550
36334,994 993 10855501
36335,725 835 10855501
36336,725 454 10855501
36337,1280 1339 108555
36338,1403 1255 108555
36339,1231 1339 108555
36340,1033 1137 108555
36341,725 1280 1085550
36342,1339 474 1085550
36343,986 725 10855503
36344,1339 1280 108555
36345,1280 725 1085550
36346,1280 1339 108555
36347,1339 1231 108555
36348,1339 1280 108555
36349,474 1339 1085550
36350,770 1384 1085550
36351,871 1384 1085550
36352,986 725 10855505
36353,1339 474 1085550
36354,770 1384 1085550
36355,131 1284 1085550
36356,1231 1339 108555
36357,725 454 10855507
36358,1033 1377 108555
36359,474 1339 1085550
36360,871 1384 1085550
36361,576 1339 1085550
36362,770 1384 1085550
36363,1339 1231 108555
36364,725 1280 1085550
36365,342 63 108555085
36366,1339 576 1085550
36367,770 1384 1085550
36368,261 835 10855509
36369,1231 1339 108555
36370,576 1339 1085550
36371,1339 1231 108555
36372,431 617 10855509
36373,576 1339 1085551
36374,1375 994 1085551
36375,576 1339 1085551
36376,871 1384 1085551
36377,800 1256 1085551
36378,596 994 10855511
36379,128 927 10855511
36380,699 1283 1085551
36381,596 994 10855511
36382,835 725 10855512
36383,770 1384 1085551
36384,986 725 10855512
36385,835 261 10855512
36386,994 454 10855512
36387,576 1339 1085551
36388,986 1036 1085551
36389,1284 131 1085551
36390,871 1384 1085551
36391,220 719 10855513
36392,1136 254 1085551
36393,415 1350 1085551
36394,576 1339 1085551
36395,1036 32 10855515
36396,994 596 10855515
36397,725 835 10855515
36398,1375 994 1085551
36399,131 1284 1085551
36400,1317 919 1085551
36401,32 1036 10855516
36402,770 1384 1085551
36403,1404 1219 108555
36404,1255 1339 108555
36405,835 725 10855518
36406,1255 878 1085551
36407,1244 1287 108555
36408,596 994 10855518
36409,1317 817 1085551
36410,1339 1255 108555
36411,1255 1339 108555
36412,1284 131 1085551
36413,986 725 10855519
36414,1339 1255 108555
36415,254 1244 1085552
36416,538 546 10855520
36417,131 1284 1085552
36418,431 617 10855520
36419,792 1297 1085552
36420,1236 1043 108555
36421,1236 176 1085552
36422,1255 1339 108555
36423,1136 254 1085552
36424,398 1359 1085552
36425,1236 990 1085552
36426,409 19 108555226
36427,725 835 10855522
36428,1339 1255 108555
36429,1367 1138 108555
36430,994 596 10855523
36431,342 63 108555233
36432,1255 1339 108555
36433,576 1339 1085552
36434,1284 131 1085552
36435,1136 398 1085552
36436,1339 1255 108555
36437,1136 254 1085552
36438,1089 1365 108555
36439,1339 576 1085552
36440,9 1050 108555250
36441,770 396 10855525
36442,323 643 10855525
36443,323 643 10855525
36444,576 1339 1085552
36445,1403 1255 108555
36446,1339 576 1085552
36447,131 1284 1085552
36448,1136 254 1085552
36449,503 102 10855526
36450,142 329 10855526
36451,643 323 10855526
36452,792 1036 1085552
36453,254 1136 1085552
36454,1404 1219 108555
36455,323 341 10855527
36456,576 1339 1085552
36457,1136 254 1085552
36458,1033 701 1085552
36459,63 26 1085552889
36460,1339 576 1085552
36461,323 367 10855529
36462,498 1072 1085552
36463,713 353 10855529
36464,576 1033 1085552
36465,596 994 10855529
36466,1117 856 1085552
36467,792 1297 1085552
36468,367 323 10855529
36469,752 1142 1085552
36470,725 719 10855529
36471,323 725 10855530
36472,254 1136 1085553
36473,323 643 10855530
36474,1033 1211 108555
36475,323 367 10855530
36476,1138 254 1085553
36477,1136 254 1085553
36478,342 63 108555315
36479,191 1060 1085553
36480,6 422 1085553169
36481,643 323 10855531
36482,367 323 10855531
36483,249 725 10855532
36484,1211 1033 108555
36485,725 323 10855532
36486,1211 32 10855532
36487,323 643 10855532
36488,254 1138 1085553
36489,576 1339 1085553
36490,254 1136 1085553
36491,323 367 10855532
36492,323 725 10855533
36493,643 323 10855533
36494,1136 254 1085553
36495,1033 576 1085553
36496,367 323 10855533
36497,1033 1211 108555
36498,1403 859 1085553
36499,725 323 10855533
36500,1339 576 1085553
36501,576 1033 1085553
36502,323 643 10855534
36503,1255 1339 108555
36504,323 367 10855534
36505,1215 1317 108555
36506,1255 1403 108555
36507,1339 1255 108555
36508,643 323 10855534
36509,1215 1136 108555
36510,323 725 10855535
36511,1284 131 1085553
36512,1403 1255 108555
36513,254 1136 1085553
36514,1033 576 1085553
36515,725 323 10855536
36516,719 725 10855536
36517,323 643 10855536
36518,576 1339 1085553
36519,323 725 10855536
36520,725 719 10855536
36521,835 725 10855536
36522,341 323 10855536
36523,323 367 10855536
36524,342 63 108555367
36525,991 101 10855536
36526,323 341 10855537
36527,350 1168 1085553
36528,725 323 10855537
36529,350 626 10855537
36530,725 835 10855537
36531,254 1211 1085553
36532,323 97 108555380
36533,1359 398 1085553
36534,341 323 10855538
36535,1215 1317 108555
36536,26 1176 10855538
36537,576 1033 1085553
36538,26 63 1085553872
36539,398 1359 1085553
36540,1339 576 1085553
36541,249 725 10855538
36542,249 725 10855539
36543,643 323 10855539
36544,856 1176 1085553
36545,1255 1339 108555
36546,1255 1403 108555
36547,131 1284 1085553
36548,1339 1255 108555
36549,1215 1317 108555
36550,835 725 10855540
36551,1403 1255 108555
36552,1339 323 1085554
36553,1215 1317 108555
36554,323 725 10855540
36555,576 1339 1085554
36556,323 341 10855541
36557,679 474 10855541
36558,323 643 10855541
36559,725 835 10855541
36560,1339 576 1085554
36561,576 1339 1085554
36562,341 323 10855542
36563,323 1339 1085554
36564,422 6 1085554254
36565,725 323 10855542
36566,1283 1138 108555
36567,1339 323 1085554
36568,871 267 10855543
36569,342 63 108555432
36570,323 341 10855543
36571,341 1255 1085554
36572,799 994 10855543
36573,576 1339 1085554
36574,6 422 1085554391
36575,323 725 10855544
36576,323 1339 1085554
36577,341 323 10855544
36578,249 725 10855544
36579,1339 576 1085554
36580,725 323 10855545
36581,1339 323 1085554
36582,576 1339 1085554
36583,323 341 10855545
36584,834 1365 1085554
36585,342 63 108555456
36586,1284 131 1085554
36587,1215 1317 108555
36588,323 1339 1085554
36589,576 1339 1085554
36590,1339 323 1085554
36591,367 323 10855546
36592,323 1339 1085554
36593,1339 576 1085554
36594,560 908 10855546
36595,1339 323 1085554
36596,1405 516 1085554
36597,323 367 10855547
36598,422 6 1085554809
36599,342 63 108555482
36600,323 1339 1085554
36601,367 323 10855549
36602,1381 1033 108555
36603,1339 323 1085554
36604,617 103 10855549
36605,503 605 10855549
36606,323 367 10855550
36607,792 1297 1085555
36608,1176 26 10855550
36609,323 1339 1085555
36610,1044 753 1085555
36611,6 422 1085555057
36612,1044 758 1085555
36613,809 795 10855550
36614,576 1339 1085555
36615,1044 323 1085555
36616,323 950 10855551
36617,1340 609 1085555
36618,1216 598 1085555
36619,1339 323 1085555
36620,638 1406 1085555
36621,1331 632 1085555
36622,609 1340 1085555
36623,342 63 108555518
36624,1339 576 1085555
36625,809 560 10855552
36626,1044 323 1085555
36627,1375 1056 108555
36628,1340 1374 108555
36629,323 1339 1085555
36630,609 297 10855553
36631,1340 1407 108555
36632,1044 323 1085555
36633,103 617 10855554
36634,809 560 10855554
36635,1339 323 1085555
36636,398 1136 1085555
36637,503 527 10855554
36638,617 103 10855554
36639,560 1216 1085555
36640,1184 644 1085555
36641,681 617 10855555
36642,546 544 10855555
36643,617 103 10855555
36644,323 1339 1085555
36645,131 1284 1085555
36646,323 42 108555566
36647,546 538 10855556
36648,131 125 10855557
36649,1044 323 1085555
36650,1339 323 1085555
36651,367 323 10855557
36652,1402 1339 108555
36653,1184 711 1085555
36654,12 1138 10855558
36655,503 638 10855558
36656,12 986 108555582
36657,1018 772 1085555
36658,950 323 10855558
36659,704 1297 1085555
36660,1402 32 10855559
36661,12 711 108555601
36662,503 527 10855560
36663,711 1184 1085556
36664,1281 354 1085556
36665,1297 704 1085556
36666,1295 1283 108555
36667,1087 1131 108555
36668,503 527 10855561
36669,1402 1083 108555
36670,12 711 108555613
36671,503 352 10855561
36672,1283 1295 108555
36673,1402 29 10855561
36674,1281 1033 108555
36675,1284 131 1085556
36676,307 317 10855561
36677,12 1118 10855561
36678,1402 950 1085556
36679,704 1297 1085556
36680,1402 254 1085556
36681,1184 711 1085556
36682,12 527 108555620
36683,1402 423 1085556
36684,1402 1033 108555
36685,1283 409 1085556
36686,1359 1335 108555
36687,1402 994 1085556
36688,605 90 108555624
36689,1402 704 1085556
36690,1281 325 1085556
36691,12 392 108555628
36692,372 1359 1085556
36693,704 323 10855562
36694,90 605 108555629
36695,1402 1319 108555
36696,1281 687 1085556
36697,1402 560 1085556
36698,1359 372 1085556
36699,12 1214 10855563
36700,871 306 10855563
36701,103 617 10855563
36702,605 90 108555637
36703,372 952 10855563
36704,503 272 10855564
36705,617 103 10855564
36706,1402 1339 108555
36707,871 952 10855564
36708,1402 254 1085556
36709,503 254 10855564
36710,503 352 10855564
36711,1297 704 1085556
36712,103 617 10855564
36713,90 605 108555648
36714,1402 254 1085556
36715,503 254 10855565
36716,617 103 10855565
36717,1216 598 1085556
36718,372 1359 1085556
36719,681 617 10855565
36720,1402 1339 108555
36721,261 835 10855566
36722,605 90 108555664
36723,1402 950 1085556
36724,598 1216 1085556
36725,843 306 10855566
36726,1367 1138 108555
36727,307 317 10855566
36728,1402 254 1085556
36729,12 711 108555670
36730,12 711 108555671
36731,353 392 10855567
36732,1283 1063 108555
36733,306 843 10855567
36734,1402 560 1085556
36735,90 605 108555676
36736,617 103 10855568
36737,249 1402 1085556
36738,144 1408 1085556
36739,254 1402 1085556
36740,605 90 108555683
36741,128 1113 1085556
36742,1319 1402 108555
36743,90 605 108555685
36744,1083 1402 108555
36745,67 1402 10855568
36746,1044 1402 108555
36747,679 1281 1085556
36748,560 1402 1085556
36749,1044 753 1085556
36750,323 367 10855569
36751,1044 323 1085556
36752,681 1402 1085556
36753,617 317 10855569
36754,605 317 10855569
36755,323 950 10855569
36756,1339 1402 108555
36757,617 103 10855569
36758,835 261 10855570
36759,1044 753 1085557
36760,128 557 10855570
36761,1044 323 1085557
36762,1339 90 10855570
36763,306 952 10855571
